"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"3",1,"ALPHABET CITY            ","07  RENTALS - WALKUP APARTMENTS             ","2B",373,16,NA,"C1","326 EAST 4TH   STREET                    ","            ",10009,10,0,10," 2,204 "," 8,625 ",1899,2,"C1"," 20,000,000 ","11/17/2015",2e+07,8625,2204,0
"5",1,"ALPHABET CITY            ","07  RENTALS - WALKUP APARTMENTS             ","2",377,2,NA,"C7","112 AVENUE C                             ","            ",10009,22,3,25," 4,510 "," 19,830 ",1900,2,"C7"," 16,700,000 ","9/10/2015",16700000,19830,4510,0
"8",1,"ALPHABET CITY            ","07  RENTALS - WALKUP APARTMENTS             ","2",387,119,NA,"C7","620 EAST 6TH   STREET                    ","            ",10009,22,2,24," 3,445 "," 13,546 ",1920,2,"C7"," 11,250,000 ","12/9/2015",11250000,13546,3445,0
"11",1,"ALPHABET CITY            ","07  RENTALS - WALKUP APARTMENTS             ","2B",389,53,NA,"C1","615 EAST 6TH   STREET                    ","            ",10009,10,0,10," 2,271 "," 7,860 ",1939,2,"C1"," 6,350,000 ","4/20/2016",6350000,7860,2271,0
"13",1,"ALPHABET CITY            ","07  RENTALS - WALKUP APARTMENTS             ","2",398,43,NA,"C7","190 EAST 2ND   STREET                    ","            ",10009,28,4,32," 5,088 "," 20,994 ",1900,2,"C7"," 17,000,000 ","10/2/2015",1.7e+07,20994,5088,0
"14",1,"ALPHABET CITY            ","07  RENTALS - WALKUP APARTMENTS             ","2",399,39,NA,"C7","197 EAST 3RD STREET                      ","            ",10009,16,1,17," 2,212 "," 7,803 ",1900,2,"C7"," 6,300,000 ","8/4/2016",6300000,7803,2212,0
"18",1,"ALPHABET CITY            ","07  RENTALS - WALKUP APARTMENTS             ","2B",401,27,NA,"C4","534 EAST 6TH   STREET                    ","            ",10009,8,1,9," 1,896 "," 5,876 ",1900,2,"C4"," 5,650,000 ","4/20/2016",5650000,5876,1896,0
"20",1,"ALPHABET CITY            ","07  RENTALS - WALKUP APARTMENTS             ","2B",404,41,NA,"C4","329 EAST 10TH   STREET                   ","            ",10009,10,0,10," 2,369 "," 7,100 ",1910,2,"C4"," 11,400,000 ","6/20/2016",11400000,7100,2369,0
"21",1,"ALPHABET CITY            ","07  RENTALS - WALKUP APARTMENTS             ","2",405,13,NA,"C7","510 EAST 12TH   STREET                   ","            ",10009,20,2,22," 2,581 "," 10,090 ",1920,2,"C7"," 5,200,000 ","9/10/2015",5200000,10090,2581,0
"22",1,"ALPHABET CITY            ","07  RENTALS - WALKUP APARTMENTS             ","2",405,15,NA,"C4","514 EAST 12TH   STREET                   ","            ",10009,20,0,20," 2,581 "," 9,730 ",1920,2,"C4"," 7,140,000 ","9/10/2015",7140000,9730,2581,0
"23",1,"ALPHABET CITY            ","07  RENTALS - WALKUP APARTMENTS             ","2B",406,1,NA,"C4","194 AVENUE A                             ","            ",10009,6,2,8," 1,486 "," 5,496 ",1910,2,"C4"," 16,750,000 ","11/4/2015",16750000,5496,1486,0
"178",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2",719,72,NA,"C4","454 WEST 22ND   STREET                   ","            ",10011,16,0,16," 2,839 "," 9,480 ",1900,2,"C4"," 10,500,000 ","5/12/2016",10500000,9480,2839,0
"179",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2",719,73,NA,"C5","456 WEST 22ND   STREET                   ","            ",10011,15,0,15," 2,462 "," 5,000 ",1920,2,"C5"," 4,500,000 ","5/12/2016",4500000,5000,2462,0
"180",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2B",720,32,NA,"C1","431 WEST 22ND   STREET                   ","            ",10011,7,0,7," 2,469 "," 5,000 ",1900,2,"C1"," 2,000,000 ","5/12/2016",2e+06,5000,2469,0
"181",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2B",720,80,NA,"C1","466 WEST 23RD   STREET                   ","            ",10011,10,0,10," 2,173 "," 6,135 ",1930,2,"C1"," 4,500,000 ","5/12/2016",4500000,6135,2173,0
"182",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2B",722,3,NA,"C7","246 10TH   AVENUE                        ","            ",10001,8,1,9," 2,467 "," 10,635 ",1910,2,"C7"," 26,500,000 ","10/30/2015",26500000,10635,2467,0
"184",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2A",738,52,NA,"C3","320 WEST 15TH STREET                     ","            ",10011,4,0,4," 2,038 "," 6,000 ",1910,2,"C3"," 7,326,000 ","5/24/2016",7326000,6000,2038,0
"185",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2B",738,62,NA,"C1","340 WEST 15TH STREET                     ","            ",10011,10,0,10," 1,528 "," 2,850 ",1900,2,"C1"," 5,100,000 ","6/23/2016",5100000,2850,1528,0
"186",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2A",742,33,NA,"C2","303 WEST 18TH STREET                     ","            ",10011,5,0,5," 1,041 "," 4,400 ",1920,2,"C2"," 6,750,000 ","7/25/2016",6750000,4400,1041,0
"187",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2A",742,43,NA,"C4","306 WEST 19TH STREET                     ","            ",10011,6,0,6," 1,552 "," 5,102 ",1910,2,"C4"," 9,325,000 ","1/20/2016",9325000,5102,1552,0
"188",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2",742,54,NA,"C5","328 WEST 19TH   STREET                   ","            ",10011,24,0,24," 4,029 "," 15,195 ",1910,2,"C5"," 18,250,000 ","9/11/2015",18250000,15195,4029,0
"189",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2A",743,18,NA,"C2","341 WEST 19TH   STREET                   ","            ",10011,6,0,6," 1,397 "," 4,136 ",1900,2,"C2"," 3,500,000 ","5/12/2016",3500000,4136,1397,0
"190",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2A",743,19,NA,"C2","339 WEST 19TH   STREET                   ","            ",10011,6,0,6," 1,397 "," 4,560 ",1900,2,"C2"," 3,050,000 ","5/12/2016",3050000,4560,1397,0
"191",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2A",743,64,NA,"C3","334 WEST 20TH   STREET                   ","            ",10011,4,0,4," 2,316 "," 4,600 ",1900,2,"C3"," 8,500,000 ","12/17/2015",8500000,4600,2316,0
"195",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2B",744,66,NA,"C1","348 WEST 21ST   STREET                   ","            ",10011,10,0,10," 1,554 "," 4,218 ",1920,2,"C1"," 3,350,000 ","5/12/2016",3350000,4218,1554,0
"196",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2A",745,42,NA,"C2","306 WEST 22ND STREET                     ","            ",10011,5,0,5," 1,975 "," 4,996 ",1920,2,"C2"," 6,800,000 ","12/21/2015",6800000,4996,1975,0
"197",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2",745,44,NA,"C5","310 WEST 22ND   STREET                   ","            ",10011,12,0,12," 1,975 "," 4,540 ",1900,2,"C5"," 5,375,000 ","5/12/2016",5375000,4540,1975,0
"198",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2B",746,57,NA,"C7","326 WEST 23RD   STREET                   ","            ",10011,8,1,9," 2,156 "," 5,698 ",1900,2,"C7"," 6,125,000 ","5/12/2016",6125000,5698,2156,0
"200",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2A",753,14,NA,"C2","343 WEST 29TH STREET                     ","            ",10001,5,0,5," 2,173 "," 6,050 ",1900,2,"C2"," 7,600,000 ","5/18/2016",7600000,6050,2173,0
"201",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2B",753,29,NA,"C5","313 WEST 29TH   STREET                   ","            ",10001,10,0,10," 2,172 "," 5,036 ",1900,2,"C5"," 6,000,000 ","5/12/2016",6e+06,5036,2172,0
"202",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2B",753,31,NA,"C5","309 WEST 29TH   STREET                   ","            ",10001,8,0,8," 2,173 "," 4,450 ",1900,2,"C5"," 3,600,000 ","5/12/2016",3600000,4450,2173,0
"203",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2",753,32,NA,"C1","307 WEST 29TH   STREET                   ","            ",10001,18,0,18," 2,189 "," 7,260 ",1900,2,"C1"," 6,500,000 ","5/12/2016",6500000,7260,2189,0
"205",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2B",766,47,NA,"C7","116 7 AVENUE                             ","            ",10011,7,2,9," 3,180 "," 7,164 ",1910,2,"C7"," 29,000,000 ","6/17/2016",2.9e+07,7164,3180,0
"206",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2B",766,47,NA,"C7","116 7 AVENUE                             ","            ",10011,7,2,9," 3,180 "," 7,164 ",1910,2,"C7"," 11,000,000 ","12/1/2015",1.1e+07,7164,3180,0
"209",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2",769,34,NA,"C7","152 7 AVENUE                             ","            ",10011,11,2,13," 1,840 "," 7,360 ",1901,2,"C7"," 10,500,000 ","3/23/2016",10500000,7360,1840,0
"210",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2",771,33,NA,"C4","211 WEST 21ST   STREET                   ","            ",10011,15,0,15," 2,469 "," 9,880 ",1901,2,"C4"," 3,325,000 ","8/30/2016",3325000,9880,2469,0
"212",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2",791,29,NA,"C4","119 WEST 15TH   STREET                   ","            ",10011,28,0,28," 2,581 "," 13,755 ",1914,2,"C4"," 14,600,000 ","11/10/2015",14600000,13755,2581,0
"213",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2",791,30,NA,"C4","117 WEST 15TH   STREET                   ","            ",10011,12,1,13," 2,581 "," 11,575 ",1920,2,"C4"," 12,400,000 ","11/10/2015",12400000,11575,2581,0
"214",1,"CHELSEA                  ","07  RENTALS - WALKUP APARTMENTS             ","2B",794,63,NA,"C4","142 WEST 19TH STREET                     ","            ",10011,7,1,8," 2,208 "," 5,765 ",1901,2,"C4"," 8,575,000 ","9/25/2015",8575000,5765,2208,0
"217",1,"CHELSEA                  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",716,55,NA,"D1","434-436 WEST 19TH STREET                 ","            ",10011,40,0,40," 4,600 "," 21,000 ",1986,2,"D1"," 27,741,149 ","9/10/2015",27741149,21000,4600,0
"218",1,"CHELSEA                  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",720,55,NA,"D1","416 WEST 23RD   STREET                   ","            ",10011,24,0,24," 4,789 "," 18,079 ",1900,2,"D1"," 17,000,000 ","5/12/2016",1.7e+07,18079,4789,0
"222",1,"CHELSEA                  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",768,59,NA,"D9","232-262 WEST 19TH STREET                 ","            ",10011,200,2,202," 23,732 "," 157,364 ",1986,2,"D9"," 196,705,558 ","9/10/2015",196705558,157364,23732,0
"223",1,"CHELSEA                  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",770,33,NA,"D1","209 WEST 20TH   STREET                   ","            ",10011,12,0,12," 2,050 "," 8,525 ",2004,2,"D1"," 11,575,000 ","8/10/2016",11575000,8525,2050,0
"225",1,"CHELSEA                  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",799,3,NA,"D9","229 7 AVENUE                             ","            ",10011,204,10,214," 19,675 "," 212,134 ",1987,2,"D9"," 211,250,000 ","2/25/2016",211250000,212134,19675,0
"505",1,"CHELSEA                  ","11A CONDO-RENTALS                           ","2",701,1102,NA,"RR","500 WEST 30TH   STREET                   ","APT B       ",10001,78,0,78," 41,228 "," 49,979 ",2013,2,"RR"," 14,672,125 ","9/18/2015",14672125,49979,41228,0
"897",1,"CHELSEA                  ","14  RENTALS - 4-10 UNIT                     ","2B",722,40,NA,"S5","235 NINTH AVENUE                         ","            ",10001,6,1,7," 2,467 "," 5,849 ",1910,2,"S5"," 800,000 ","8/23/2016",8e+05,5849,2467,0
"898",1,"CHELSEA                  ","14  RENTALS - 4-10 UNIT                     ","2B",722,40,NA,"S5","235 NINTH AVENUE                         ","            ",10001,6,1,7," 2,467 "," 5,849 ",1910,2,"S5"," 800,000 ","8/23/2016",8e+05,5849,2467,0
"900",1,"CHELSEA                  ","14  RENTALS - 4-10 UNIT                     ","2A",742,34,NA,"S3","161 8 AVENUE                             ","            ",10011,3,1,4," 1,950 "," 7,800 ",1920,2,"S3"," 4,060,000 ","8/30/2016",4060000,7800,1950,0
"901",1,"CHELSEA                  ","14  RENTALS - 4-10 UNIT                     ","2A",767,74,NA,"S4","154 8 AVENUE                             ","            ",10011,4,1,5," 1,750 "," 3,640 ",1920,2,"S4"," 7,000,000 ","1/12/2016",7e+06,3640,1750,0
"904",1,"CHELSEA                  ","14  RENTALS - 4-10 UNIT                     ","2B",798,3,NA,"S9","213 7 AVENUE                             ","            ",10011,6,2,8," 1,040 "," 3,625 ",1950,2,"S9"," 6,700,000 ","9/29/2015",6700000,3625,1040,0
"1030",1,"CHINATOWN                ","07  RENTALS - WALKUP APARTMENTS             ","2B",162,25,NA,"C7","19 PELL STREET                           ","            ",10013,8,2,10," 1,176 "," 5,860 ",1900,2,"C7"," 3,700,000 ","5/26/2016",3700000,5860,1176,0
"1031",1,"CHINATOWN                ","07  RENTALS - WALKUP APARTMENTS             ","2",203,15,NA,"C7","58 ELIZABETH STREET                      ","            ",10013,45,6,51," 11,250 "," 29,680 ",1900,2,"C7"," 16,700,000 ","5/13/2016",16700000,29680,11250,0
"1033",1,"CHINATOWN                ","07  RENTALS - WALKUP APARTMENTS             ","2",236,26,NA,"C4","139 MULBERRY STREET                      ","            ",10013,21,1,21," 2,490 "," 10,000 ",1900,2,"C4"," 6,550,000 ","7/15/2016",6550000,10000,2490,0
"1034",1,"CHINATOWN                ","07  RENTALS - WALKUP APARTMENTS             ","2",237,11,NA,"C7","146 MULBERRY STREET                      ","            ",10013,15,1,16," 3,572 "," 12,425 ",1900,2,"C7"," 13,250,000 ","10/23/2015",13250000,12425,3572,0
"1036",1,"CHINATOWN                ","07  RENTALS - WALKUP APARTMENTS             ","2B",275,27,NA,"C7","40 MARKET STREET                         ","            ",10002,8,1,9," 1,934 "," 9,154 ",1900,2,"C7"," 4,600,000 ","3/24/2016",4600000,9154,1934,0
"1038",1,"CHINATOWN                ","07  RENTALS - WALKUP APARTMENTS             ","2",277,4,NA,"C4","81 MADISON STREET                        ","            ",10002,20,0,20," 2,515 "," 9,446 ",1900,2,"C4"," 2,800,000 ","8/17/2016",2800000,9446,2515,0
"1042",1,"CHINATOWN                ","07  RENTALS - WALKUP APARTMENTS             ","2",292,10,NA,"C7","28 FORSYTH STREET                        ","            ",10002,22,2,24," 3,042 "," 14,442 ",1900,2,"C7"," 7,125,000 ","10/20/2015",7125000,14442,3042,0
"1043",1,"CHINATOWN                ","07  RENTALS - WALKUP APARTMENTS             ","2",292,22,NA,"C7","19 ELDRIDGE STREET                       ","            ",10002,24,2,26," 2,500 "," 9,475 ",1900,2,"C7"," 7,700,000 ","8/4/2016",7700000,9475,2500,0
"1044",1,"CHINATOWN                ","07  RENTALS - WALKUP APARTMENTS             ","2",306,1,NA,"C7","119 HESTER STREET                        ","            ",10002,25,4,29," 3,392 "," 17,025 ",1910,2,"C7"," 16,500,000 ","4/5/2016",16500000,17025,3392,0
"1046",1,"CHINATOWN                ","07  RENTALS - WALKUP APARTMENTS             ","2",306,6,NA,"C7","72 FORSYTH STREET                        ","            ",10002,16,2,18," 2,510 "," 10,060 ",1900,2,"C7"," 772,687 ","4/5/2016",772687,10060,2510,0
"1047",1,"CHINATOWN                ","07  RENTALS - WALKUP APARTMENTS             ","2",306,6,NA,"C7","72 FORSYTH STREET                        ","            ",10002,16,2,18," 2,510 "," 10,060 ",1900,2,"C7"," 24,400,000 ","11/24/2015",24400000,10060,2510,0
"1114",1,"CHINATOWN                ","14  RENTALS - 4-10 UNIT                     ","2B",206,17,NA,"S5","123 MULBERRY STREET                      ","            ",10013,6,1,7," 2,150 "," 7,434 ",1910,2,"S5"," 12,300,000 ","9/18/2015",12300000,7434,2150,0
"1115",1,"CHINATOWN                ","14  RENTALS - 4-10 UNIT                     ","2A",303,6,NA,"S4","151 CANAL STREET                         ","            ",10002,4,1,5," 2,533 "," 11,245 ",1910,2,"S4"," 9,140,243 ","1/22/2016",9140243,11245,2533,0
"1202",1,"CIVIC CENTER             ","07  RENTALS - WALKUP APARTMENTS             ","2",175,24,NA,"C7","51 WHITE STREET                          ","            ",10013,13,4,17," 4,352 "," 19,700 ",1915,2,"C7"," 22,000,000 ","3/30/2016",2.2e+07,19700,4352,0
"1416",1,"CIVIC CENTER             ","14  RENTALS - 4-10 UNIT                     ","2B",145,10,NA,"S9","121 CHAMBERS STREET                      ","            ",10007,4,6,10," 3,788 "," 18,500 ",1930,2,"S9"," 16,200,000 ","8/16/2016",16200000,18500,3788,0
"1461",1,"CLINTON                  ","07  RENTALS - WALKUP APARTMENTS             ","2B",1058,61,NA,"C7","700 10TH AVE                             ","            ",10019,8,1,9," 1,630 "," 7,750 ",1920,2,"C7"," 6,000,000 ","12/17/2015",6e+06,7750,1630,0
"1463",1,"CLINTON                  ","07  RENTALS - WALKUP APARTMENTS             ","2",1060,32,NA,"C7","747 NINTH AVE                            ","            ",10019,12,1,13," 2,500 "," 9,900 ",1901,2,"C7"," 12,000,000 ","1/28/2016",1.2e+07,9900,2500,0
"1464",1,"CLINTON                  ","07  RENTALS - WALKUP APARTMENTS             ","2",1076,28,NA,"C4","503 WEST 47TH STREET                     ","            ",10036,20,0,20," 2,510 "," 9,735 ",1901,2,"C4"," 6,800,000 ","11/23/2015",6800000,9735,2510,0
"1465",1,"CLINTON                  ","07  RENTALS - WALKUP APARTMENTS             ","2",1077,57,NA,"C4","544 WEST 49TH   STREET                   ","            ",10019,20,0,20," 2,510 "," 8,800 ",1909,2,"C4"," 4,250,000 ","3/25/2016",4250000,8800,2510,0
"1466",1,"CLINTON                  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1056,52,NA,"D9","440 WEST 47TH   STREET                   ","            ",10036,45,1,46," 7,580 "," 37,480 ",1940,2,"D9"," 23,500,000 ","1/28/2016",23500000,37480,7580,0
"1467",1,"CLINTON                  ","08  RENTALS - ELEVATOR APARTMENTS           ","2",1086,34,NA,"D7","885 10TH   AVENUE                        ","            ",10019,38,3,41," 7,540 "," 37,000 ",1945,2,"D7"," 47,500,000 ","5/10/2016",47500000,37000,7540,0
"1784",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2",429,14,NA,"C7","103 EAST 2ND   STREET                    ","            ",10009,19,1,20," 3,416 "," 9,792 ",1900,2,"C7"," 6,295,500 ","11/10/2015",6295500,9792,3416,0
"1786",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2",435,11,NA,"C7","94 ST MARKS PLACE                        ","            ",10009,10,2,12," 1,829 "," 7,020 ",1900,2,"C7"," 6,400,000 ","8/12/2016",6400000,7020,1829,0
"1787",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2",435,56,NA,"C7","95 EAST 7TH   STREET                     ","            ",10009,20,1,21," 2,356 "," 9,950 ",1900,2,"C7"," 6,015,000 ","9/10/2015",6015000,9950,2356,0
"1788",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2",436,48,NA,"C7","103 ST MARKS PLACE                       ","            ",10009,21,2,23," 3,522 "," 13,405 ",1920,2,"C7"," 11,535,000 ","5/19/2016",11535000,13405,3522,0
"1790",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2",437,19,NA,"C4","276 EAST 10TH   STREET                   ","            ",10009,12,0,12," 2,306 "," 4,916 ",1900,2,"C4"," 7,250,000 ","10/29/2015",7250000,4916,2306,0
"1791",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2B",437,28,NA,"C7","151 AVENUE A                             ","            ",10009,8,2,10," 2,975 "," 9,634 ",1900,2,"C7"," 649,740 ","1/14/2016",649740,9634,2975,0
"1792",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2B",437,28,NA,"C7","151 AVENUE A                             ","            ",10009,8,2,10," 2,975 "," 9,634 ",1900,2,"C7"," 1,416,950 ","1/14/2016",1416950,9634,2975,0
"1793",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2B",437,28,NA,"C7","151 AVENUE A                             ","            ",10009,8,2,10," 2,975 "," 9,634 ",1900,2,"C7"," 1,950,000 ","1/13/2016",1950000,9634,2975,0
"1795",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2",437,34,NA,"C7","437 EAST 9TH   STREET                    ","            ",10009,15,2,17," 2,306 "," 7,240 ",1920,2,"C7"," 6,000,000 ","5/18/2016",6e+06,7240,2306,0
"1796",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2B",438,6,NA,"C4","174 1 AVENUE                             ","            ",10009,5,4,9," 3,384 "," 9,384 ",1900,2,"C4"," 662,500 ","11/19/2015",662500,9384,3384,0
"1797",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2",438,51,NA,"C4","253 EAST 10TH   STREET                   ","            ",10009,20,0,20," 2,369 "," 9,445 ",1900,2,"C4"," 4,800,000 ","9/10/2015",4800000,9445,2369,0
"1798",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2B",438,52,NA,"C4","251 EAST 10TH   STREET                   ","            ",10009,10,0,10," 2,369 "," 9,015 ",1900,2,"C4"," 5,000,000 ","7/26/2016",5e+06,9015,2369,0
"1799",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2B",439,6,NA,"C7","192 1 AVENUE                             ","            ",10009,8,2,10," 2,500 "," 6,452 ",1900,2,"C7"," 13,000,000 ","6/27/2016",1.3e+07,6452,2500,0
"1801",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2",441,19,NA,"C7","424 EAST 14TH   STREET                   ","            ",10009,21,2,23," 2,581 "," 8,900 ",1930,2,"C7"," 8,200,000 ","12/28/2015",8200000,8900,2581,0
"1803",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2",444,14,NA,"C1","50 EAST 3RD   STREET                     ","            ",10003,24,0,24," 3,806 "," 17,310 ",1910,2,"C1"," 58,000,000 ","4/1/2016",5.8e+07,17310,3806,0
"1805",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2",444,32,NA,"C7","86 EAST 3RD   STREET                     ","            ",10003,23,2,25," 2,508 "," 8,855 ",1900,2,"C7"," 8,800,000 ","12/9/2015",8800000,8855,2508,0
"1808",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2",447,3,NA,"C7","92-94 2 AVENUE                           ","            ",10003,20,2,22," 4,850 "," 19,894 ",1900,2,"C7"," 19,000,000 ","6/10/2016",1.9e+07,19894,4850,0
"1809",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2",447,22,NA,"C4","332 EAST 6TH   STREET                    ","            ",10003,12,0,12," 2,425 "," 6,750 ",1900,2,"C4"," 6,911,000 ","4/6/2016",6911000,6750,2425,0
"1810",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2",447,22,NA,"C4","332 EAST 6TH   STREET                    ","            ",10003,12,0,12," 2,425 "," 6,750 ",1900,2,"C4"," 4,500,000 ","1/27/2016",4500000,6750,2425,0
"1811",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2",448,17,NA,"C7","66 EAST 7TH   STREET                     ","            ",10003,22,2,24," 2,201 "," 10,230 ",1910,2,"C7"," 6,390,000 ","9/10/2015",6390000,10230,2201,0
"1812",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2",448,41,NA,"C1","329 EAST 6TH   STREET                    ","            ",10003,20,0,20," 2,271 "," 8,920 ",1900,2,"C1"," 1,600,000 ","2/24/2016",1600000,8920,2271,0
"1813",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2",449,1,NA,"C7","118 2 AVENUE                             ","            ",10003,23,1,24," 3,334 "," 16,060 ",1930,2,"C7"," 16,100,000 ","6/2/2016",16100000,16060,3334,0
"1814",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2",449,18,NA,"C7","58 ST MARKS PLACE                        ","            ",10003,19,1,20," 2,437 "," 10,905 ",1900,2,"C7"," 3,800,000 ","11/18/2015",3800000,10905,2437,0
"1815",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2",450,20,NA,"C7","332 EAST 9TH   STREET                    ","            ",10003,20,2,22," 2,348 "," 9,546 ",1920,2,"C7"," 7,500,000 ","8/25/2016",7500000,9546,2348,0
"1816",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2",450,21,NA,"C7","334 EAST 9TH   STREET                    ","            ",10003,20,2,22," 2,348 "," 9,532 ",1910,2,"C7"," 7,100,000 ","9/10/2015",7100000,9532,2348,0
"1817",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2",451,41,NA,"C7","341 EAST 9TH   STREET                    ","            ",10003,14,2,16," 2,306 "," 6,285 ",1900,2,"C7"," 7,000,000 ","5/18/2016",7e+06,6285,2306,0
"1818",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2B",454,34,NA,"C7","350 EAST 13TH STREET                     ","            ",10003,9,1,10," 2,168 "," 8,090 ",1900,2,"C7"," 7,000,000 ","8/10/2016",7e+06,8090,2168,0
"1819",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2",454,56,NA,"C1","329 EAST 12TH   STREET                   ","            ",10003,24,0,24," 2,839 "," 13,374 ",1900,2,"C1"," 6,975,000 ","9/10/2015",6975000,13374,2839,0
"1820",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2",454,57,NA,"C7","327 EAST 12TH   STREET                   ","            ",10003,22,2,24," 2,779 "," 12,804 ",1900,2,"C7"," 6,725,000 ","9/10/2015",6725000,12804,2779,0
"1821",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2",454,59,NA,"C4","325 EAST 12TH   STREET                   ","            ",10003,37,0,37," 4,130 "," 19,428 ",1900,2,"C4"," 8,975,000 ","9/10/2015",8975000,19428,4130,0
"1824",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2B",459,7,NA,"C1","357 BOWERY                               ","            ",10003,8,0,8," 1,662 "," 5,676 ",1900,2,"C1"," 2,630,000 ","9/21/2015",2630000,5676,1662,0
"1826",1,"EAST VILLAGE             ","07  RENTALS - WALKUP APARTMENTS             ","2",461,22,NA,"C7","228 EAST 6TH   STREET                    ","            ",10003,20,2,22," 2,425 "," 10,510 ",1925,2,"C7"," 5,225,000 ","9/10/2015",5225000,10510,2425,0
